"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Primal Vigor","wot","Near Mint","English","","","2025-04-20 20:15:29.523000","59","False","False",""
"1","1","Primeval Protector","c16","Near Mint","English","","","2025-04-20 20:15:29.523000","23","False","False",""
"1","1","Proft's Eidetic Memory","mkm","Near Mint","English","","","2025-04-20 20:15:29.523000","67","False","False",""
"1","1","Progenitus","fdn","Near Mint","English","","","2025-04-07 23:55:14.103000","244","False","False",""
"1","1","Propaganda","who","Near Mint","English","","","2025-04-20 20:15:29.523000","219","False","False",""
"1","1","Prophet of Kruphix","ths","Near Mint","English","","","2025-04-20 20:15:29.523000","199","False","False",""
"1","1","Psychic Vortex","wth","Near Mint","English","","","2025-04-20 20:15:29.523000","50","False","False",""
"1","1","Quantum Misalignment","who","Near Mint","English","","","2025-04-20 20:15:29.523000","52","False","False",""
"1","1","Questing Beast","eld","Near Mint","English","","","2025-04-20 20:15:29.523000","171","False","False",""
"1","1","Radiant Lotus","dft","Near Mint","English","","","2025-04-07 23:57:21.370000","240","False","False",""
"1","1","Radstorm","pip","Near Mint","English","","","2025-04-20 20:15:29.523000","37","False","False",""
"1","1","Raise the Palisade","ltc","Near Mint","English","","","2025-04-20 20:15:29.523000","23","False","False",""
"1","1","Raise the Past","fdn","Near Mint","English","foil","","2025-04-20 20:15:29.523000","22","False","False",""
"1","1","Rampaging Yao Guai","pip","Near Mint","English","","","2025-04-20 20:15:29.523000","82","False","False",""
"1","1","Rapid Hybridization","lcc","Near Mint","English","","","2025-04-20 20:15:29.523000","166","False","False",""
"1","1","Realmwalker","lcc","Near Mint","English","","","2025-04-15 02:39:25.917000","250","False","False",""
"1","1","Reflections of Littjara","lcc","Near Mint","English","","","2025-04-15 01:56:02.820000","168","False","False",""
"1","1","Regal Caracal","akh","Near Mint","English","","","2025-04-21 11:47:35.987000","24","False","False",""
"1","1","Reins of Power","c16","Near Mint","English","","","2025-04-20 20:15:22.733000","96","False","False",""
"1","1","Reins of Power","c15","Near Mint","English","","","2025-04-20 20:15:22.733000","103","False","False",""
"1","1","Resplendent Angel","lci","Near Mint","English","","","2025-04-21 11:47:35.987000","32","False","False",""
"1","1","Rest in Peace","big","Near Mint","English","foil","","2025-04-21 11:47:35.987000","34","False","False",""
"1","1","Retrofitter Foundry","drc","Near Mint","English","","","2025-04-20 20:15:22.733000","136","False","False",""
"1","1","Return of the Wildspeaker","lcc","Near Mint","English","","","2025-04-20 20:15:22.733000","252","False","False",""
"1","1","Return to the Ranks","m15","Near Mint","English","","","2025-04-20 05:03:58.287000","29","False","False",""
"1","1","Reverberate","40k","Near Mint","English","","","2025-04-20 20:15:22.733000","207","False","False",""
"1","1","Ripples of Undeath","mh3","Near Mint","English","","","2025-04-15 05:40:44.770000","107","False","False",""
"1","1","Riptide Gearhulk","dft","Near Mint","English","foil","","2025-04-07 23:57:21.370000","353","False","False",""
"1","1","Roiling Vortex","znr","Near Mint","English","","","2025-04-07 23:40:24.323000","156","False","False",""
"1","1","Rune-Scarred Demon","ima","Near Mint","English","","","2025-04-15 05:40:44.770000","106","False","False",""
"1","1","Rush of Dread","otj","Near Mint","English","","","2025-04-15 05:40:44.770000","327","False","False",""
"1","1","Ruxa, Patient Professor","c21","Near Mint","English","","","2025-04-20 20:15:22.733000","66","False","False",""
"1","1","Ryusei, the Falling Star","c17","Near Mint","English","","","2025-04-21 11:47:35.987000","141","False","False",""
"1","1","Saheeli's Directive","c18","Near Mint","English","","","2025-04-20 20:15:22.733000","26","False","False",""
"1","1","Sakashima of a Thousand Faces","cmr","Near Mint","English","","","2025-04-20 20:15:22.733000","89","False","False",""
"1","1","Sangromancer","c16","Near Mint","English","","","2025-04-15 05:41:15.530000","116","False","False",""
"1","1","Sanguine Bond","tsr","Near Mint","English","","","2025-04-20 20:15:22.733000","330","False","False",""
"1","1","Sarah Jane Smith","who","Near Mint","English","foil","","2025-04-21 11:47:35.987000","938","False","False",""
"1","1","Sauron, the Dark Lord","ltr","Near Mint","English","","","2025-04-15 02:37:31.590000","224","False","False",""
"1","1","Savvy Trader","otc","Near Mint","English","","","2025-04-20 20:15:22.733000","33","False","False",""
"1","1","Scalelord Reckoner","c17","Near Mint","English","","","2025-04-21 11:48:00.647000","6","False","False",""
"1","1","Scholar of New Horizons","brc","Near Mint","English","","","2025-04-21 11:47:35.987000","6","False","False",""
"1","1","Sea Gate Restoration // Sea Gate, Reborn","znr","Near Mint","English","foil","","2025-04-20 20:15:22.733000","76","False","False",""
"1","1","Seize the Spotlight","ncc","Near Mint","English","","","2025-04-20 20:15:22.733000","52","False","False",""
"1","1","Selfless Spirit","emn","Near Mint","English","","","2025-04-21 11:47:35.987000","40","False","False",""
"1","1","Selvala's Stampede","tdc","Near Mint","English","","","2025-04-07 23:50:45.123000","269","False","False",""
"1","1","Sephara, Sky's Blade","cmm","Near Mint","English","","","2025-04-21 11:47:35.987000","54","False","False",""
"1","1","Shadow of the Second Sun","mh3","Near Mint","English","","","2025-04-21 11:47:35.987000","70","False","False",""
"1","1","Shamanic Revelation","c21","Near Mint","English","","","2025-04-20 20:15:22.733000","206","False","False",""
"1","1","Shiko, Paragon of the Way","tdm","Near Mint","English","foil","","2025-04-07 23:57:21.370000","370","False","False",""
"1","1","Shiko, Paragon of the Way","tdm","Near Mint","English","foil","","2025-04-07 23:55:14.103000","223","False","False",""
"1","1","Sidar Kondo of Jamuraa","c16","Near Mint","English","foil","","2025-04-07 23:55:14.103000","42","False","False",""
"1","1","Sign in Blood","sta","Near Mint","English","","","2025-04-15 05:40:44.770000","32","False","False",""
"1","1","Simulacrum Synthesizer","big","Near Mint","English","","","2025-04-20 20:15:22.733000","6","False","False",""
"1","1","Sinister Concierge","ncc","Near Mint","English","","","2025-04-20 20:15:22.733000","30","False","False",""
"1","1","Six","mh3","Near Mint","English","","","2025-04-07 23:57:21.370000","370","False","False",""
"1","1","Six","mh3","Near Mint","English","","","2025-04-20 20:15:22.733000","169","False","False",""
"1","1","Smile at Death","tdm","Near Mint","English","foil","","2025-04-07 23:57:21.370000","24","False","False",""
"1","1","Smuggler's Surprise","otj","Near Mint","English","","","2025-04-20 20:15:22.733000","180","False","False",""
"1","1","Sol Ring","c16","Near Mint","English","","","2025-04-15 02:17:33.653000","272","False","False",""
"1","1","Sol Ring","ltc","Near Mint","English","","","2025-04-20 20:15:22.733000","284","False","False",""
"1","1","Sol Ring","lcc","Near Mint","English","","","2025-04-15 01:55:33.813000","313","False","False",""
"1","1","Sorcerer Class","afr","Near Mint","English","","","2025-04-21 11:47:35.987000","233","False","False",""
"1","1","Soul of the Harvest","w16","Near Mint","English","","","2025-04-20 20:15:22.733000","16","False","False",""
"1","1","Spellseeker","cmm","Near Mint","English","","","2025-04-20 20:15:22.733000","120","False","False",""
"1","1","Sphinx's Tutelage","ori","Near Mint","English","","","2025-04-20 20:15:22.733000","76","False","False",""
"1","1","Spitting Dilophosaurus","rex","Near Mint","English","","","2025-04-15 05:40:44.770000","3","False","False",""
"1","1","Sporocyst","40k","Near Mint","English","","","2025-04-20 20:15:22.733000","98","False","False",""
"1","1","Star of Extinction","cmm","Near Mint","English","foil","","2025-04-21 11:47:35.987000","259","False","False",""
"1","1","Star of Extinction","cmm","Near Mint","English","","","2025-04-21 11:47:35.987000","259","False","False",""
"1","1","Stifle","sld","Near Mint","English","foil","","2025-04-20 20:15:22.733000","1787","False","False",""
"1","1","Stitch in Time","gk1","Near Mint","English","","","2025-04-07 23:55:14.103000","43","False","False",""
"1","1","Stonehoof Chieftain","c16","Near Mint","English","","","2025-04-20 20:15:22.733000","25","False","False",""
"1","1","Stormscale Scion","tdm","Near Mint","English","","","2025-04-07 23:40:24.323000","303","False","False",""
"1","1","Strike It Rich","mh2","Near Mint","English","foil","","2025-04-15 02:32:46.513000","143","False","False",""
"1","1","Struggle for Project Purity","pip","Near Mint","English","","","2025-04-20 20:15:22.733000","39","False","False",""
"1","1","Sun Quan, Lord of Wu","cmm","Near Mint","English","","","2025-04-20 20:15:22.733000","123","False","False",""
"1","1","Sunfall","mom","Near Mint","English","","","2025-04-21 11:47:35.987000","40","False","False",""
"1","1","Sunfrill Imitator","lcc","Near Mint","English","","","2025-04-20 20:15:22.733000","62","False","False",""
"1","1","Sunspine Lynx","blb","Near Mint","English","","","2025-04-21 11:47:35.987000","292","False","False",""
"1","1","Surge to Victory","c21","Near Mint","English","","","2025-04-07 23:40:24.323000","58","False","False",""
"1","1","Surgical Extraction","otp","Near Mint","English","","","2025-04-15 05:40:44.770000","19","False","False",""
"1","1","Surly Badgersaur","c20","Near Mint","English","","","2025-04-21 11:47:35.987000","57","False","False",""
"2","2","Swan Song","c16","Near Mint","English","","","2025-04-20 20:15:22.733000","98","False","False",""
"1","1","Swords to Plowshares","ltc","Near Mint","English","","","2025-04-20 20:15:22.733000","178","False","False",""
"1","1","Sydri, Galvanic Genius","c16","Near Mint","English","","","2025-04-07 23:55:14.103000","224","False","False",""
"1","1","Tale's End","m20","Near Mint","English","","","2025-04-20 20:15:22.733000","77","False","False",""
"1","1","Talrand, Sky Summoner","dds","Near Mint","English","","","2025-04-21 11:47:35.987000","11","False","False",""
"1","1","Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar","mh3","Near Mint","English","","","2025-04-07 23:57:21.370000","242","False","False",""
"1","1","Tarrian's Soulcleaver","lci","Near Mint","English","foil","","2025-04-07 23:44:26.733000","389","False","False",""
"1","1","Taurean Mauler","c16","Near Mint","English","","","2025-04-21 11:47:35.987000","135","False","False",""
"1","1","Teferi, Temporal Pilgrim","bro","Near Mint","English","foil","","2025-04-20 20:15:22.733000","66","False","False",""
"1","1","Teferi, Who Slows the Sunset","mid","Near Mint","English","","","2025-04-15 01:49:17.553000","245","False","False",""
"1","1","Teleportation Circle","afr","Near Mint","English","","","2025-04-21 11:48:00.647000","39","False","False",""
"1","1","Tempered Steel","brc","Near Mint","English","","","2025-04-20 20:15:22.733000","76","False","False",""
"4","4","Tempest Hawk","tdm","Near Mint","English","","","2025-04-21 11:47:35.987000","31","False","False",""
"1","1","Temple of Epiphany","ddu","Near Mint","English","","","2025-04-21 11:47:35.987000","72","False","False",""
"1","1","Temporal Manipulation","uma","Near Mint","English","","","2025-04-20 20:15:22.733000","77","False","False",""
"1","1","Temporal Trespass","frf","Near Mint","English","","","2025-04-20 20:15:22.733000","55","False","False",""
"1","1","Tempt with Discovery","c16","Near Mint","English","","","2025-04-20 20:15:22.733000","170","False","False",""
"1","1","Tervigon","40k","Near Mint","English","","","2025-04-20 20:15:22.733000","100","False","False",""
"1","1","Teval, Arbiter of Virtue","tdm","Near Mint","English","","","2025-04-07 23:55:14.103000","230","False","False",""
"1","1","Teval's Judgment","tdc","Near Mint","English","","","2025-04-07 23:34:18.657000","68","False","False",""
"1","1","Teysa, Orzhov Scion","rvr","Near Mint","English","","","2025-04-20 20:15:22.733000","441","False","False",""
"1","1","The Ancient One","lci","Near Mint","English","","","2025-04-07 23:55:14.103000","222","False","False",""
"1","1","The Battle of Bywater","ltr","Near Mint","English","","","2025-04-21 11:47:35.987000","2","False","False",""
"1","1","The Battle of Bywater","ltr","Near Mint","English","","","2025-04-21 11:47:35.987000","2","False","False",""
"1","1","The Brothers' War","brc","Near Mint","English","","","2025-04-21 11:47:35.987000","22","False","False",""
"1","1","The Magic Mirror","eld","Near Mint","English","","","2025-04-20 20:15:22.733000","51","False","False",""
"1","1","Thieving Amalgam","c19","Near Mint","English","","","2025-04-07 23:34:18.657000","21","False","False",""
"1","1","Thing in the Ice // Awoken Horror","soi","Near Mint","English","","","2025-04-20 20:15:22.733000","92","False","False",""
"1","1","This Town Ain't Big Enough","otj","Near Mint","English","","","2025-04-07 23:32:07.767000","74","False","False",""
"1","1","Thopter Spy Network","c18","Near Mint","English","","","2025-04-07 23:32:07.767000","107","False","False",""
"1","1","Thought Monitor","mh2","Near Mint","English","","","2025-04-07 23:32:07.767000","71","False","False",""
"1","1","Thought Monitor","brc","Near Mint","English","","","2025-04-07 23:32:07.767000","98","False","False",""
"1","1","Thought Vessel","brc","Near Mint","English","","","2025-04-07 23:44:26.733000","167","False","False",""
"1","1","Thought Vessel","who","Near Mint","English","","","2025-04-15 01:55:47.413000","255","False","False",""
"1","1","Thought Vessel","pip","Near Mint","English","","","2025-04-20 20:15:22.733000","251","False","False",""
"1","1","Thousand Moons Smithy // Barracks of the Thousand","lci","Near Mint","English","","","2025-04-21 11:47:35.987000","39","False","False",""
"1","1","Thran Dynamo","brc","Near Mint","English","","","2025-04-20 20:15:22.733000","168","False","False",""
"1","1","Three Steps Ahead","otj","Near Mint","English","","","2025-04-20 20:15:22.733000","75","False","False",""
"1","1","Tidespout Tyrant","rvr","Near Mint","English","foil","","2025-04-07 23:32:07.767000","422","False","False",""
"1","1","Time Warp","sta","Near Mint","English","","","2025-04-20 20:15:22.733000","22","False","False",""
"1","1","Torbran, Thane of Red Fell","eld","Near Mint","English","","","2025-04-21 11:47:35.987000","147","False","False",""
"1","1","Toxic Deluge","cmm","Near Mint","English","","","2025-04-15 05:40:44.770000","191","False","False",""
"1","1","Training Grounds","mat","Near Mint","English","","","2025-04-20 20:15:22.733000","9","False","False",""
"1","1","Triumphant Reckoning","sld","Near Mint","English","foil","","2025-04-21 11:47:35.987000","1005","False","False",""
"1","1","Tymna the Weaver","c16","Near Mint","English","foil","","2025-04-07 23:57:21.370000","48","False","False",""
"2","2","Uncle Istvan","drk","Near Mint","English","","","2025-04-15 05:40:44.770000","54","False","False",""
"1","1","Undergrowth Recon","mkm","Near Mint","English","","","2025-04-20 20:15:22.733000","181","False","False",""
"1","1","Unwinding Clock","brr","Near Mint","English","foil","","2025-04-20 20:15:22.733000","124","False","False",""
"1","1","Unwinding Clock","c18","Near Mint","English","","","2025-04-07 23:44:26.733000","228","False","False",""
"1","1","Urza, Chief Artificer","brc","Near Mint","English","foil","","2025-04-20 20:15:22.733000","2","False","False",""
"1","1","Urza's Workshop","brc","Near Mint","English","","","2025-04-07 23:57:21.370000","28","False","False",""
"1","1","Valley Floodcaller","blb","Near Mint","English","foil","","2025-04-21 11:47:28.130000","79","False","False",""
"1","1","Valley Floodcaller","blb","Near Mint","English","","","2025-04-20 20:15:22.733000","79","False","False",""
"1","1","Vandalblast","rtr","Near Mint","English","","","2025-04-15 02:25:18.910000","111","False","False",""
"1","1","Vashta Nerada","who","Near Mint","English","","","2025-04-15 05:40:44.770000","376","False","False",""
"1","1","Vesuvan Duplimancy","dmu","Near Mint","English","","","2025-04-20 20:15:22.733000","73","False","False",""
"1","1","Vineglimmer Snarl","who","Near Mint","English","foil","","2025-04-21 11:47:28.130000","1123","False","False",""
"1","1","Virtue of Persistence // Locthwain Scorn","woe","Near Mint","English","","","2025-04-15 05:40:44.770000","281","False","False",""
"1","1","Virtus the Veiled","bbd","Near Mint","English","","","2025-04-20 20:15:22.733000","7","False","False",""
"1","1","Vislor Turlough","who","Near Mint","English","foil","","2025-04-15 05:41:15.530000","74","False","False",""
"1","1","Vodalian Hexcatcher","dmu","Near Mint","English","","","2025-04-07 23:32:07.767000","75","False","False",""
"1","1","Voice of Victory","tdm","Near Mint","English","","","2025-04-07 23:45:51.480000","33","False","False",""
"1","1","Voracious Bibliophile","tdc","Near Mint","English","","","2025-04-07 23:32:07.767000","63","False","False",""
"1","1","Walk-In Closet // Forgotten Cellar","dsk","Near Mint","English","","","2025-04-21 11:47:28.130000","205","False","False",""
"2","2","Wand of Wonder","clb","Near Mint","English","foil","","2025-04-21 11:47:28.130000","935","False","False",""
"1","1","War of the Last Alliance","ltr","Near Mint","English","","","2025-04-21 11:47:28.130000","36","False","False",""
"1","1","Warden of the Grove","tdm","Near Mint","English","","","2025-04-07 23:50:45.123000","351","False","False",""
"1","1","Waste Not","c16","Near Mint","English","","","2025-04-15 05:40:44.770000","117","False","False",""
"1","1","Wave of Reckoning","c16","Near Mint","English","","","2025-04-21 11:47:28.130000","79","False","False",""
"1","1","Wedding Ring","who","Near Mint","English","foil","","2025-04-20 20:15:12.867000","468","False","False",""
"1","1","Welcoming Vampire","vow","Near Mint","English","","","2025-04-21 11:47:28.130000","46","False","False",""
"1","1","Whip of Erebos","ths","Near Mint","English","","","2025-04-15 05:40:44.770000","110","False","False",""
"1","1","Whir of Invention","aer","Near Mint","English","","","2025-04-20 20:15:12.867000","49","False","False",""
"1","1","White Sun's Twilight","one","Near Mint","English","","","2025-04-20 20:15:12.867000","38","False","False",""
"1","1","White Sun's Twilight","one","Near Mint","English","","","2025-04-21 11:47:28.130000","38","False","False",""
"1","1","Wilderness Reclamation","rvr","Near Mint","English","","","2025-04-20 20:15:12.867000","458","False","False",""
"1","1","Wilfred Mott","who","Near Mint","English","foil","","2025-04-21 11:47:28.130000","941","False","False",""
"1","1","Will of the Jeskai","tdc","Near Mint","English","","","2025-04-07 23:40:24.323000","80","False","False",""
"1","1","Will of the Mardu","tdc","Near Mint","English","","","2025-04-07 23:45:51.480000","57","False","False",""
"1","1","Will of the Sultai","tdc","Near Mint","English","","","2025-04-07 23:50:45.123000","89","False","False",""
"1","1","Will of the Temur","tdc","Near Mint","English","","","2025-04-07 23:32:07.767000","24","False","False",""
"1","1","Windcrag Siege","tdm","Near Mint","English","","","2025-04-07 23:55:14.103000","392","False","False",""
"1","1","Windcrag Siege","tdm","Near Mint","English","","","2025-04-07 23:55:14.103000","235","False","False",""
"1","1","Windcrag Siege","tdm","Near Mint","English","foil","","2025-04-07 23:55:14.103000","392","False","False",""
"2","2","Windfall","c20","Near Mint","English","","","2025-04-20 20:15:12.867000","128","False","False",""
"1","1","Winternight Stories","tdm","Near Mint","English","foil","","2025-04-07 23:32:07.767000","336","False","False",""
"1","1","Wound Reflection","who","Near Mint","English","","","2025-04-15 05:40:44.770000","223","False","False",""
"1","1","Wrath of God","cmm","Near Mint","English","","","2025-04-21 11:47:28.130000","70","False","False",""
"1","1","Xenagos, God of Revels","lcc","Near Mint","English","","","2025-04-15 02:07:36.807000","295","False","False",""
